Textbox6,KOD_NAZWA_KRAJ,ROK3,KOD_NAZWA_KRAJ3,WARTOŚĆ3
Kraje,CY - Cypr,2016,Wartość importu towarów według krajów pochodzenia,"441 719,1"
Kraje,CY - Cypr,2017,Wartość importu towarów według krajów pochodzenia,"340 629,1"
Kraje,CY - Cypr,2018,Wartość importu towarów według krajów pochodzenia,"457 502,1"
Kraje,CY - Cypr,2019,Wartość importu towarów według krajów pochodzenia,"422 694,7"
Kraje,CY - Cypr,2020,Wartość importu towarów według krajów pochodzenia,"620 074,4"
Kraje,CY - Cypr,2021,Wartość importu towarów według krajów pochodzenia,"369 927,7"
Kraje,CY - Cypr,2022,Wartość importu towarów według krajów pochodzenia,"189 839,6"
Kraje,CY - Cypr,2010,Wartość importu towarów według krajów wysyłki,"320 306,3"
Kraje,CY - Cypr,2011,Wartość importu towarów według krajów wysyłki,"928 506,5"
Kraje,CY - Cypr,2012,Wartość importu towarów według krajów wysyłki,"848 757,1"
Kraje,CY - Cypr,2013,Wartość importu towarów według krajów wysyłki,"1 080 458,8"
Kraje,CY - Cypr,2014,Wartość importu towarów według krajów wysyłki,"1 484 700,6"
Kraje,CY - Cypr,2015,Wartość importu towarów według krajów wysyłki,"1 077 840,5"
Kraje,CY - Cypr,2016,Wartość importu towarów według krajów wysyłki,"502 374,3"
Kraje,CY - Cypr,2017,Wartość importu towarów według krajów wysyłki,"499 595,4"
Kraje,CY - Cypr,2018,Wartość importu towarów według krajów wysyłki,"545 807,2"
Kraje,CY - Cypr,2019,Wartość importu towarów według krajów wysyłki,"360 607,7"
Kraje,CY - Cypr,2020,Wartość importu towarów według krajów wysyłki,"675 134,0"
Kraje,CY - Cypr,2021,Wartość importu towarów według krajów wysyłki,"518 966,6"
Kraje,CY - Cypr,2022,Wartość importu towarów według krajów wysyłki,"1 777 434,5"
Kraje,CY - Cypr,2010,Wartość usług nabytych,"1 041 113,6"
Kraje,CY - Cypr,2011,Wartość usług nabytych,"1 241 098,1"
Kraje,CY - Cypr,2012,Wartość usług nabytych,"1 262 280,4"
Kraje,CY - Cypr,2013,Wartość usług nabytych,"1 621 770,0"
Kraje,CY - Cypr,2014,Wartość usług nabytych,"1 517 964,0"
Kraje,CY - Cypr,2015,Wartość usług nabytych,"1 622 056,3"
Kraje,CY - Cypr,2016,Wartość usług nabytych,"1 677 677,2"
Kraje,CY - Cypr,2017,Wartość usług nabytych,"1 848 715,6"
Kraje,CY - Cypr,2018,Wartość usług nabytych,"1 964 005,1"
Kraje,CY - Cypr,2019,Wartość usług nabytych,"2 122 889,6"
Kraje,CY - Cypr,2020,Wartość usług nabytych,"1 704 277,4"
Kraje,CY - Cypr,2021,Wartość usług nabytych,"1 939 682,2"
Kraje,CY - Cypr,2022,Wartość usług nabytych,.
Kraje,CZ - Czechy,2010,Wartość importu towarów według krajów pochodzenia,"20 261 745,0"
Kraje,CZ - Czechy,2011,Wartość importu towarów według krajów pochodzenia,"23 223 009,3"
Kraje,CZ - Czechy,2012,Wartość importu towarów według krajów pochodzenia,"23 801 403,8"
Kraje,CZ - Czechy,2013,Wartość importu towarów według krajów pochodzenia,"24 054 257,0"
Kraje,CZ - Czechy,2014,Wartość importu towarów według krajów pochodzenia,"25 363 819,6"
Kraje,CZ - Czechy,2015,Wartość importu towarów według krajów pochodzenia,"25 805 479,3"
Kraje,CZ - Czechy,2016,Wartość importu towarów według krajów pochodzenia,"28 467 953,8"
Kraje,CZ - Czechy,2017,Wartość importu towarów według krajów pochodzenia,"31 745 147,5"
Kraje,CZ - Czechy,2018,Wartość importu towarów według krajów pochodzenia,"33 422 729,3"
Kraje,CZ - Czechy,2019,Wartość importu towarów według krajów pochodzenia,"33 938 670,3"
Kraje,CZ - Czechy,2020,Wartość importu towarów według krajów pochodzenia,"32 297 809,7"
Kraje,CZ - Czechy,2021,Wartość importu towarów według krajów pochodzenia,"41 728 987,2"
Kraje,CZ - Czechy,2022,Wartość importu towarów według krajów pochodzenia,"52 369 161,5"
Kraje,CZ - Czechy,2010,Wartość importu towarów według krajów wysyłki,"22 181 682,6"
Kraje,CZ - Czechy,2011,Wartość importu towarów według krajów wysyłki,"25 535 878,6"
Kraje,CZ - Czechy,2012,Wartość importu towarów według krajów wysyłki,"26 799 476,0"
Kraje,CZ - Czechy,2013,Wartość importu towarów według krajów wysyłki,"27 122 574,5"
Kraje,CZ - Czechy,2014,Wartość importu towarów według krajów wysyłki,"28 615 516,7"
Kraje,CZ - Czechy,2015,Wartość importu towarów według krajów wysyłki,"28 996 184,6"
Kraje,CZ - Czechy,2016,Wartość importu towarów według krajów wysyłki,"31 992 678,7"
Kraje,CZ - Czechy,2017,Wartość importu towarów według krajów wysyłki,"35 576 301,7"
Kraje,CZ - Czechy,2018,Wartość importu towarów według krajów wysyłki,"38 877 911,8"
Kraje,CZ - Czechy,2019,Wartość importu towarów według krajów wysyłki,"40 563 750,7"
Kraje,CZ - Czechy,2020,Wartość importu towarów według krajów wysyłki,"39 007 697,1"
Kraje,CZ - Czechy,2021,Wartość importu towarów według krajów wysyłki,"49 367 042,5"
Kraje,CZ - Czechy,2022,Wartość importu towarów według krajów wysyłki,"63 966 123,6"
Kraje,CZ - Czechy,2010,Wartość usług nabytych,"4 756 225,4"
Kraje,CZ - Czechy,2011,Wartość usług nabytych,"5 189 534,2"
Kraje,CZ - Czechy,2012,Wartość usług nabytych,"5 340 007,8"
Kraje,CZ - Czechy,2013,Wartość usług nabytych,"5 209 779,2"
Kraje,CZ - Czechy,2014,Wartość usług nabytych,"6 125 077,8"
Kraje,CZ - Czechy,2015,Wartość usług nabytych,"6 352 052,6"
Kraje,CZ - Czechy,2016,Wartość usług nabytych,"6 636 312,6"
Kraje,CZ - Czechy,2017,Wartość usług nabytych,"6 658 263,6"
Kraje,CZ - Czechy,2018,Wartość usług nabytych,"7 368 056,6"
Kraje,CZ - Czechy,2019,Wartość usług nabytych,"8 005 332,7"
Kraje,CZ - Czechy,2020,Wartość usług nabytych,"6 729 580,7"
Kraje,CZ - Czechy,2021,Wartość usług nabytych,"7 488 165,5"
Kraje,CZ - Czechy,2022,Wartość usług nabytych,.
Kraje,DE - Niemcy,2010,Wartość importu towarów według krajów pochodzenia,"117 305 920,6"
Kraje,DE - Niemcy,2011,Wartość importu towarów według krajów pochodzenia,"139 088 626,1"
Kraje,DE - Niemcy,2012,Wartość importu towarów według krajów pochodzenia,"138 180 033,2"
Kraje,DE - Niemcy,2013,Wartość importu towarów według krajów pochodzenia,"142 161 243,0"
Kraje,DE - Niemcy,2014,Wartość importu towarów według krajów pochodzenia,"155 187 271,2"
Kraje,DE - Niemcy,2015,Wartość importu towarów według krajów pochodzenia,"169 612 138,6"
Kraje,DE - Niemcy,2016,Wartość importu towarów według krajów pochodzenia,"183 201 468,3"
Kraje,DE - Niemcy,2017,Wartość importu towarów według krajów pochodzenia,"203 580 504,1"
Kraje,DE - Niemcy,2018,Wartość importu towarów według krajów pochodzenia,"218 943 051,6"
Kraje,DE - Niemcy,2019,Wartość importu towarów według krajów pochodzenia,"222 795 594,3"
Kraje,DE - Niemcy,2020,Wartość importu towarów według krajów pochodzenia,"222 124 770,7"
Kraje,DE - Niemcy,2021,Wartość importu towarów według krajów pochodzenia,"276 697 772,3"
Kraje,DE - Niemcy,2022,Wartość importu towarów według krajów pochodzenia,"345 322 600,7"
Kraje,DE - Niemcy,2010,Wartość importu towarów według krajów wysyłki,"151 039 346,5"
Kraje,DE - Niemcy,2011,Wartość importu towarów według krajów wysyłki,"173 020 763,8"
Kraje,DE - Niemcy,2012,Wartość importu towarów według krajów wysyłki,"169 766 235,1"
Kraje,DE - Niemcy,2013,Wartość importu towarów według krajów wysyłki,"172 769 724,4"
Kraje,DE - Niemcy,2014,Wartość importu towarów według krajów wysyłki,"190 245 465,6"
Kraje,DE - Niemcy,2015,Wartość importu towarów według krajów wysyłki,"205 200 454,6"
Kraje,DE - Niemcy,2016,Wartość importu towarów według krajów wysyłki,"221 441 871,3"
Kraje,DE - Niemcy,2017,Wartość importu towarów według krajów wysyłki,"246 577 478,9"
Kraje,DE - Niemcy,2018,Wartość importu towarów według krajów wysyłki,"267 683 429,5"
Kraje,DE - Niemcy,2019,Wartość importu towarów według krajów wysyłki,"274 651 395,6"
Kraje,DE - Niemcy,2020,Wartość importu towarów według krajów wysyłki,"279 894 754,9"
Kraje,DE - Niemcy,2021,Wartość importu towarów według krajów wysyłki,"349 657 951,7"
Kraje,DE - Niemcy,2022,Wartość importu towarów według krajów wysyłki,"436 587 051,7"
Kraje,DE - Niemcy,2010,Wartość usług nabytych,"19 240 771,4"
Kraje,DE - Niemcy,2011,Wartość usług nabytych,"20 771 126,5"
Kraje,DE - Niemcy,2012,Wartość usług nabytych,"23 050 346,4"
Kraje,DE - Niemcy,2013,Wartość usług nabytych,"21 610 496,2"
Kraje,DE - Niemcy,2014,Wartość usług nabytych,"22 741 465,8"
Kraje,DE - Niemcy,2015,Wartość usług nabytych,"24 338 243,4"
Kraje,DE - Niemcy,2016,Wartość usług nabytych,"27 522 954,7"
Kraje,DE - Niemcy,2017,Wartość usług nabytych,"28 960 740,6"
Kraje,DE - Niemcy,2018,Wartość usług nabytych,"31 061 460,7"
Kraje,DE - Niemcy,2019,Wartość usług nabytych,"32 801 342,8"
Kraje,DE - Niemcy,2020,Wartość usług nabytych,"31 456 395,1"
Kraje,DE - Niemcy,2021,Wartość usług nabytych,"37 417 875,6"
Kraje,DE - Niemcy,2022,Wartość usług nabytych,.
Kraje,GN - Gwinea,2010,Wartość importu towarów według krajów pochodzenia,"26 596,7"
Kraje,GN - Gwinea,2011,Wartość importu towarów według krajów pochodzenia,"34 376,8"
Kraje,GN - Gwinea,2012,Wartość importu towarów według krajów pochodzenia,"23 531,1"
Kraje,GN - Gwinea,2013,Wartość importu towarów według krajów pochodzenia,"12 968,2"
Kraje,GN - Gwinea,2014,Wartość importu towarów według krajów pochodzenia,"7 334,2"
Kraje,GN - Gwinea,2015,Wartość importu towarów według krajów pochodzenia,"16 018,1"
Kraje,GN - Gwinea,2016,Wartość importu towarów według krajów pochodzenia,"15 480,0"
Kraje,GN - Gwinea,2017,Wartość importu towarów według krajów pochodzenia,"20 008,8"
Kraje,GN - Gwinea,2018,Wartość importu towarów według krajów pochodzenia,"15 274,7"
Kraje,GN - Gwinea,2019,Wartość importu towarów według krajów pochodzenia,"12 907,7"
Kraje,GN - Gwinea,2020,Wartość importu towarów według krajów pochodzenia,"12 726,3"
Kraje,GN - Gwinea,2021,Wartość importu towarów według krajów pochodzenia,"25 474,7"
Kraje,GN - Gwinea,2022,Wartość importu towarów według krajów pochodzenia,"33 159,9"
Kraje,GN - Gwinea,2010,Wartość importu towarów według krajów wysyłki,"15 172,5"
Kraje,GN - Gwinea,2011,Wartość importu towarów według krajów wysyłki,"25 839,9"
Kraje,GN - Gwinea,2012,Wartość importu towarów według krajów wysyłki,"15 228,5"
Kraje,GN - Gwinea,2013,Wartość importu towarów według krajów wysyłki,"10 184,1"
Kraje,GN - Gwinea,2014,Wartość importu towarów według krajów wysyłki,"7 195,4"
Kraje,GN - Gwinea,2015,Wartość importu towarów według krajów wysyłki,"15 761,6"
Kraje,GN - Gwinea,2016,Wartość importu towarów według krajów wysyłki,"15 261,2"
Kraje,GN - Gwinea,2017,Wartość importu towarów według krajów wysyłki,"18 976,4"
Kraje,GN - Gwinea,2018,Wartość importu towarów według krajów wysyłki,"12 920,7"
Kraje,GN - Gwinea,2019,Wartość importu towarów według krajów wysyłki,"10 213,3"
Kraje,GN - Gwinea,2020,Wartość importu towarów według krajów wysyłki,"3 750,1"
Kraje,GN - Gwinea,2021,Wartość importu towarów według krajów wysyłki,"17,9"
Kraje,GN - Gwinea,2022,Wartość importu towarów według krajów wysyłki,"3 831,8"
Kraje,GN - Gwinea,2010,Wartość usług nabytych,.
Kraje,GN - Gwinea,2011,Wartość usług nabytych,.
Kraje,GN - Gwinea,2012,Wartość usług nabytych,.
Kraje,GN - Gwinea,2013,Wartość usług nabytych,.
Kraje,GN - Gwinea,2014,Wartość usług nabytych,.
Kraje,GN - Gwinea,2015,Wartość usług nabytych,.
Kraje,GN - Gwinea,2016,Wartość usług nabytych,.
Kraje,GN - Gwinea,2017,Wartość usług nabytych,.
Kraje,GN - Gwinea,2018,Wartość usług nabytych,.
Kraje,GN - Gwinea,2019,Wartość usług nabytych,.
Kraje,GN - Gwinea,2020,Wartość usług nabytych,.
Kraje,GN - Gwinea,2021,Wartość usług nabytych,"382,3"
Kraje,GN - Gwinea,2022,Wartość usług nabytych,.
Kraje,GR - Grecja,2010,Wartość importu towarów według krajów pochodzenia,"944 483,0"
Kraje,GR - Grecja,2011,Wartość importu towarów według krajów pochodzenia,"1 465 773,0"
Kraje,GR - Grecja,2012,Wartość importu towarów według krajów pochodzenia,"1 268 528,9"
Kraje,GR - Grecja,2013,Wartość importu towarów według krajów pochodzenia,"1 258 727,8"
Kraje,GR - Grecja,2014,Wartość importu towarów według krajów pochodzenia,"1 439 325,9"
Kraje,GR - Grecja,2015,Wartość importu towarów według krajów pochodzenia,"1 883 063,0"
Kraje,GR - Grecja,2016,Wartość importu towarów według krajów pochodzenia,"1 987 640,8"
Kraje,GR - Grecja,2017,Wartość importu towarów według krajów pochodzenia,"1 975 248,6"
Kraje,GR - Grecja,2018,Wartość importu towarów według krajów pochodzenia,"2 149 353,4"
Kraje,GR - Grecja,2019,Wartość importu towarów według krajów pochodzenia,"2 031 398,2"
Kraje,GR - Grecja,2020,Wartość importu towarów według krajów pochodzenia,"2 589 015,6"
Kraje,GR - Grecja,2021,Wartość importu towarów według krajów pochodzenia,"3 087 310,7"
Kraje,GR - Grecja,2022,Wartość importu towarów według krajów pochodzenia,"3 975 696,1"
Kraje,GR - Grecja,2010,Wartość importu towarów według krajów wysyłki,"1 027 913,9"
Kraje,GR - Grecja,2011,Wartość importu towarów według krajów wysyłki,"1 585 647,3"
Kraje,GR - Grecja,2012,Wartość importu towarów według krajów wysyłki,"1 429 938,1"
Kraje,GR - Grecja,2013,Wartość importu towarów według krajów wysyłki,"1 164 417,1"
Kraje,GR - Grecja,2014,Wartość importu towarów według krajów wysyłki,"1 351 645,5"
Kraje,GR - Grecja,2015,Wartość importu towarów według krajów wysyłki,"1 803 331,7"
Kraje,GR - Grecja,2016,Wartość importu towarów według krajów wysyłki,"1 871 323,1"
Kraje,GR - Grecja,2017,Wartość importu towarów według krajów wysyłki,"1 718 394,2"
Kraje,GR - Grecja,2018,Wartość importu towarów według krajów wysyłki,"1 789 449,3"
Kraje,GR - Grecja,2019,Wartość importu towarów według krajów wysyłki,"1 800 938,0"
Kraje,GR - Grecja,2020,Wartość importu towarów według krajów wysyłki,"2 081 841,1"
Kraje,GR - Grecja,2021,Wartość importu towarów według krajów wysyłki,"2 381 991,9"
Kraje,GR - Grecja,2022,Wartość importu towarów według krajów wysyłki,"3 369 136,7"
Kraje,GR - Grecja,2010,Wartość usług nabytych,"986 219,9"
Kraje,GR - Grecja,2011,Wartość usług nabytych,"943 913,2"
Kraje,GR - Grecja,2012,Wartość usług nabytych,"576 013,4"
Kraje,GR - Grecja,2013,Wartość usług nabytych,"740 444,5"
Kraje,GR - Grecja,2014,Wartość usług nabytych,"1 442 696,3"
Kraje,GR - Grecja,2015,Wartość usług nabytych,"1 600 761,2"
Kraje,GR - Grecja,2016,Wartość usług nabytych,"1 821 722,0"
Kraje,GR - Grecja,2017,Wartość usług nabytych,"1 822 490,7"
Kraje,GR - Grecja,2018,Wartość usług nabytych,"2 058 226,6"
Kraje,GR - Grecja,2019,Wartość usług nabytych,"2 211 275,8"
Kraje,GR - Grecja,2020,Wartość usług nabytych,"1 133 466,6"
Kraje,GR - Grecja,2021,Wartość usług nabytych,"1 566 232,3"
Kraje,GR - Grecja,2022,Wartość usług nabytych,.
Kraje,HR - Chorwacja,2010,Wartość importu towarów według krajów pochodzenia,"333 355,9"
Kraje,HR - Chorwacja,2011,Wartość importu towarów według krajów pochodzenia,"443 953,8"
Kraje,HR - Chorwacja,2012,Wartość importu towarów według krajów pochodzenia,"363 026,5"
Kraje,HR - Chorwacja,2013,Wartość importu towarów według krajów pochodzenia,"407 040,7"
Kraje,HR - Chorwacja,2014,Wartość importu towarów według krajów pochodzenia,"431 001,9"
Kraje,HR - Chorwacja,2015,Wartość importu towarów według krajów pochodzenia,"709 689,8"
Kraje,HR - Chorwacja,2016,Wartość importu towarów według krajów pochodzenia,"785 513,0"
Kraje,HR - Chorwacja,2017,Wartość importu towarów według krajów pochodzenia,"738 430,5"
Kraje,HR - Chorwacja,2018,Wartość importu towarów według krajów pochodzenia,"751 793,8"
Kraje,HR - Chorwacja,2019,Wartość importu towarów według krajów pochodzenia,"793 773,3"
Kraje,HR - Chorwacja,2020,Wartość importu towarów według krajów pochodzenia,"902 806,1"
Kraje,HR - Chorwacja,2021,Wartość importu towarów według krajów pochodzenia,"1 145 434,6"
Kraje,HR - Chorwacja,2022,Wartość importu towarów według krajów pochodzenia,"1 498 023,2"
Kraje,HR - Chorwacja,2010,Wartość importu towarów według krajów wysyłki,"307 080,6"
Kraje,HR - Chorwacja,2011,Wartość importu towarów według krajów wysyłki,"476 376,9"
Kraje,HR - Chorwacja,2012,Wartość importu towarów według krajów wysyłki,"319 453,9"
Kraje,HR - Chorwacja,2013,Wartość importu towarów według krajów wysyłki,"379 060,3"
Kraje,HR - Chorwacja,2014,Wartość importu towarów według krajów wysyłki,"409 838,4"
Kraje,HR - Chorwacja,2015,Wartość importu towarów według krajów wysyłki,"692 789,4"
Kraje,HR - Chorwacja,2016,Wartość importu towarów według krajów wysyłki,"818 183,1"
Kraje,HR - Chorwacja,2017,Wartość importu towarów według krajów wysyłki,"744 609,1"
Kraje,HR - Chorwacja,2018,Wartość importu towarów według krajów wysyłki,"763 777,3"
Kraje,HR - Chorwacja,2019,Wartość importu towarów według krajów wysyłki,"817 952,8"
Kraje,HR - Chorwacja,2020,Wartość importu towarów według krajów wysyłki,"1 009 606,3"
Kraje,HR - Chorwacja,2021,Wartość importu towarów według krajów wysyłki,"1 471 085,1"
Kraje,HR - Chorwacja,2022,Wartość importu towarów według krajów wysyłki,"2 156 519,8"
Kraje,HR - Chorwacja,2010,Wartość usług nabytych,"557 304,1"
Kraje,HR - Chorwacja,2011,Wartość usług nabytych,"847 162,8"
Kraje,HR - Chorwacja,2012,Wartość usług nabytych,"673 366,7"
Kraje,HR - Chorwacja,2013,Wartość usług nabytych,"771 757,0"
Kraje,HR - Chorwacja,2014,Wartość usług nabytych,"1 240 875,9"
